no;brand;name;new_price;ml;concentration;department;scents;base_note;middle_note;combined_notes;note_length;unique_words;cluster
373;Dolce & Gabbana;The One;130;100;EDT;Men;spicy;amber moss musk vanilla vetiver;genisteae jasmine lily lily of valley orange tree blossom ylangylang;spicy amber moss musk vanilla vetiver genisteae jasmine lily lily of valley orange tree blossom ylangylang;106;15;2
374;BENTLEY;Momentum Intense;144;100;EDP;Men;woody;amber wood sandalwood white musk;geranium tonka bean marine ambergris;woody amber wood sandalwood white musk geranium tonka bean marine ambergris;75;11;2
375;Guerlain;Mon Bloom Of Rose;272;100;EDT;Women;floral;neroli rose;sambac jasmine;floral neroli rose sambac jasmine;33;5;0
376;KORLOFF;In White;116;88;EDT;Men;citrus;cashmeran virginia cedar musk tonka bean;lavender african orange flower clary sage;citrus cashmeran virginia cedar musk tonka bean lavender african orange flower clary sage;89;13;2
377;TESORI D´ORIENTE;Orchidea della Cina;38;100;EDT;Women;floral;myrrhpralinemuskvanillasandalwood;orange blossomtiare flowerjasmineorchid;floral myrrhpralinemuskvanillasandalwood orange blossomtiare flowerjasmineorchid;80;5;2
378;S.T.Dupont;Passenger;106;100;EDP;Women;fruity;iris vanilla white musk sandalwood;cyclamen rose gardenia white peach;fruity iris vanilla white musk sandalwood cyclamen rose gardenia white peach;76;10;2
379;TRUSSARDI;Uomo;138;100;EDT;Men;spicy;leather moss patchouli;clary sage violet;spicy leather moss patchouli clary sage violet;46;7;0
380;DORALL COLLECTION;DC Marine Noir;9;100;EDT;Men;floral;incense amber cedar vetiver patchouli musk;water sage rosemary;floral incense amber cedar vetiver patchouli musk water sage rosemary;69;10;2
381;BURBERRY;Body;142;85;EDP;Women;woody;cashmere wood musk amber vanille;iris rose sandalwood;woody cashmere wood musk amber vanille iris rose sandalwood;59;9;0
382;GUCCI;Bamboo;189;75;EDP;Women;floral;sandalwood;casablanca lily ylang ylang extracomoros;floral sandalwood casablanca lily ylang ylang extracomoros;58;6;0
383;Revlon;Charli Blue;44;100;EDT;Women;woody;sandalwood oakmoss musk;jasmine muguet rose ylangylang;woody sandalwood oakmoss musk jasmine muguet rose ylangylang;60;8;0
384;HUGO BOSS;Hugo Man;99;75;EDT;Men;fresh;patchouli fir cedar;carnation sage geranium jasmine;fresh patchouli fir cedar carnation sage geranium jasmine;57;8;0
385;BENTLEY;Absolute;154;100;EDP;Men;woody;moss agarwood amber atlas cedar;olibanum papyrus sandalwood;woody moss agarwood amber atlas cedar olibanum papyrus sandalwood;65;9;0
386;BURBERRY;Burberry Body;164;85;EDP;Women;fruity;woody cashmeran creamy vanilla amber musk;natural rose absolute iris warm sandalwood;fruity woody cashmeran creamy vanilla amber musk natural rose absolute iris warm sandalwood;91;13;2
387;Calvin Klein;Reveal;149;100;EDT;Men;vanilla;haitian vetiver vintage vanilla golden amber;agave nectar kiwano;vanilla haitian vetiver vintage vanilla golden amber agave nectar kiwano;72;9;2
388;AZZARO;Chrome;135;100;EDT;Men;citrus;sandalwood tonka bean musk oakmoss cedar brazilian rosewood cardamom;rosemary pineapple neroli bergamot lemon;citrus sandalwood tonka bean musk oakmoss cedar brazilian rosewood cardamom rosemary pineapple neroli bergamot lemon;116;15;2
389;Dunhill;Custom;89;100;EDT;Men;floral;virginia cedar incense;pepper;floral virginia cedar incense pepper;36;5;0
390;DORALL COLLECTION;Super Cobra;8;100;EDT;Women;floral;amber milk mousse australian sandalwood vanilla;orange blossom peach raspberry leaf;floral amber milk mousse australian sandalwood vanilla orange blossom peach raspberry leaf;90;12;2
391;Lolita Lempicka;lolita;222;100;EDP;Women;vanilla;muskpralinetonka beansvanillavetiver;amaryllischerryirislicoriceorris root;vanilla muskpralinetonka beansvanillavetiver amaryllischerryirislicoriceorris root;82;5;2
392;RALPH LAUREN;Polo Blue;327;125;EDP;Men;woody;vetiver;blue orris accord;woody vetiver blue orris accord;31;5;0
393;NARCISO RODRIGUEZ;Narciso Rodriguez For Her;108;100;EDT;Women;woody;vetiver vanilla;egyptian musk amber;woody vetiver vanilla egyptian musk amber;41;6;0
394;MINI COLLECTION;Eaudemoiselle No.1154;16;25;EDP;Unisex;oriental;rose;cinnamon;oriental rose cinnamon;22;3;0
395;CHOPARD;Happy Spirit;148;75;EDP;Women;fruity;amber musk cashmere wood;honeysuckle osmanthus;fruity amber musk cashmere wood honeysuckle osmanthus;53;7;0
396;Guerlain;Ideal;228;100;EDT;Men;woody;leather cedar vetiver;almond tonka bean;woody leather cedar vetiver almond tonka bean;45;7;0
397;CHLOE;Chloe;188;50;EDP;Women;floral;amber virginia cedar;rose lilyofthevalley caribbean magnolia;floral amber virginia cedar rose lilyofthevalley caribbean magnolia;67;8;2
398;TED LAPIDUS;Lapidus Pour Homme;66;100;EDT;Men;woody;sandalwood tonka bean amber patchouli musk oakmoss cedar tobacco;pine tree honey orris root jasmine caraway petitgrain lilyofthevalley rose brazilian rosewood incense;woody sandalwood tonka bean amber patchouli musk oakmoss cedar tobacco pine tree honey orris root jasmine caraway petitgrain lilyofthevalley rose brazilian rosewood incense;172;23;1
399;CAROLINA HERRERA;Bad Boy;204;100;EDT;Men;spicy;tonka bean amberwood cacao;cedar sage;spicy tonka bean amberwood cacao cedar sage;43;7;0
400;VERSACE;Blue Jeans;109;75;EDT;Men;arabian;vanilla tonka bean iris sandalwood musk amber vetiver cedar patchouli;lavender rose carnation heliotrope jasmine geranium sage fir lilyofthevalley;arabian vanilla tonka bean iris sandalwood musk amber vetiver cedar patchouli lavender rose carnation heliotrope jasmine geranium sage fir lilyofthevalley;154;20;1
401;BVLGARI;Extreme;203;100;EDT;Men;citrus;balsa wood haitian vetiver laotian benzoin;white freesia guatemalan cardamom vegetal amber;citrus balsa wood haitian vetiver laotian benzoin white freesia guatemalan cardamom vegetal amber;97;13;2
402;LACOSTE;Pour Femme;123;90;EDP;Women;floral;cedar vetiver sandalwood musk;jasmine petals white heliotrope hibiscus;floral cedar vetiver sandalwood musk jasmine petals white heliotrope hibiscus;77;10;2
403;S.T.Dupont;Dupont;83;100;EDT;Men;spicy;heliotrope musk lignum vitae amber;essence of birch iris cedar wood;spicy heliotrope musk lignum vitae amber essence of birch iris cedar wood;73;12;2
404;DORALL COLLECTION;Simple;8;100;EDT;Women;floral;amber patchouli vanilla musk sandalwood;magnolia gardenia lily of valley freesia jasmine;floral amber patchouli vanilla musk sandalwood magnolia gardenia lily of valley freesia jasmine;95;13;2
405;CHOPARD;Happy Spirit;155;75;EDP;Women;fruity;amber musk cashmere wood;honeysuckle osmanthus;fruity amber musk cashmere wood honeysuckle osmanthus;53;7;0
406;COACH;New York;183;90;EDP;Women;fruity;suede musk sandalwood cashmeran;turkish rose gardenia cyclamen;fruity suede musk sandalwood cashmeran turkish rose gardenia cyclamen;69;9;2
407;BOUCHERON;Place Vendome;177;100;EDP;Women;floral;cedar sensual benzoin;jasmine petals peony creamy honey;floral cedar sensual benzoin jasmine petals peony creamy honey;62;9;0
408;CARTIER;Declaration D'Un Soir;213;100;EDT;Men;spicy;sandalwood;rose nutmeg;spicy sandalwood rose nutmeg;28;4;0
409;CHANEL;Allure Homme Sport EDT For;423;100;EDT;Men;citrus;tonka bean atlas cedar vetiver white musk pepper;cedarnerolipepper;citrus tonka bean atlas cedar vetiver white musk pepper cedarnerolipepper;73;10;2
410;DAVIDOFF;Leather Blend;224;100;EDP;Unisex;spicy;leatherpapyrus;rose amber;spicy leatherpapyrus rose amber;31;4;0
411;Al Fakhr;Shiyoukh Al Oud;8;100;EDP;Unisex;woody musky;sandalwood cedarwood;black pepper cardamom;woody musky sandalwood cedarwood black pepper cardamom;54;7;0
412;Dolce & Gabbana;Intenso;200;125;EDP;Men;spicy;labdanum sandalwood cypress musk amber;tobacco hay moepel accord clary sage bran;spicy labdanum sandalwood cypress musk amber tobacco hay moepel accord clary sage bran;86;13;2
413;Dolce & Gabbana;L'imperatrice 3;148;100;EDT;Women;floral;citrus wood musks sandalwood;watermelon cyclamen jasmine;floral citrus wood musks sandalwood watermelon cyclamen jasmine;63;8;0
414;Lattafa;Oud Mood Gold Elixir;50;100;EDP;Unisex;arabian;vanilla ambra;lemd de santal agar oud wood leather notes;arabian vanilla ambra lemd de santal agar oud wood leather notes;64;11;0
415;DORALL COLLECTION;Courageous;0;100;EDT;Women;floral;orris root musk vanilla;roses iris;floral orris root musk vanilla roses iris;41;7;0
416;Nikos;Sculpture Homme;58;100;EDT;Men;floral;tonka bean amber benzoin cedar;jasmine lilyofthevalley rose geranium;floral tonka bean amber benzoin cedar jasmine lilyofthevalley rose geranium;75;10;2
417;ROGER & GALLET;Open;51;100;EDT;Men;spicy;tobacco patchouli vetiver;sage thyme;spicy tobacco patchouli vetiver sage thyme;42;6;0
418;CREED;Aventus;593;100;EDP;Men;fruity;oak moss musk ambergris vanilla;rose dry birch moroccan jasmine patchouli;fruity oak moss musk ambergris vanilla rose dry birch moroccan jasmine patchouli;80;12;2
419;LACOSTE;L.12.12 Rouge;113;100;EDT;Men;spicy;acacia wood;rooibos tea extract red bush tea;spicy acacia wood rooibos tea extract red bush tea;50;8;0
420;Ajmal;Sacrifice;75;50;EDP;Women;floral;ambergris musk;orange blossom vanilla;floral ambergris musk orange blossom vanilla;44;6;0
421;Franck Olivier;Oud Vanille;90;100;EDP;Men;arabian;woody notes spices musk vanilla;rose violet jasmine patchouli incense;arabian woody notes spices musk vanilla rose violet jasmine patchouli incense;77;11;2
422;BURBERRY;The Beat;150;75;EDP;Women;floral;white musk vetiver cedar wood;ceylon tea iris bluebell;floral white musk vetiver cedar wood ceylon tea iris bluebell;61;10;0
423;Ajmal;Sacrifice;70;50;EDP;Women;floral;woody oriental musky;floral musky;floral woody oriental musky floral musky;40;4;0
424;Givenchy;Eau De Moiselle;183;100;EDT;Women;floral;ambrette seeds tonka beans musk;rose ylang ylang;floral ambrette seeds tonka beans musk rose ylang ylang;55;8;0
425;AZZARO;Chrome Legend;123;125;EDT;Men;woody;cedar vetiver;moss musk;woody cedar vetiver moss musk;29;5;0
426;DORALL COLLECTION;DC;9;100;EDT;Men;floral;vetiver patchouli oakmoss musk sandalwood;galbanum rosemary jasmine coumarin;floral vetiver patchouli oakmoss musk sandalwood galbanum rosemary jasmine coumarin;83;10;2
427;Juicy Couture;play around;126;100;EDP;Women;floral;caramel vanilla patchouli;princess lily tuberose wild rose;floral caramel vanilla patchouli princess lily tuberose wild rose;65;9;0
428;COACH;New York Platinum;7;2;EDP;Men;oriental;patchouli vanilla leather;aromatic accords;oriental patchouli vanilla leather aromatic accords;51;6;0
429;CAROLINA HERRERA;212 Vip;160;100;EDT;Men;vanilla;king wood salty amber tonka beans;chilled vodka hot ginger slice of apple;vanilla king wood salty amber tonka beans chilled vodka hot ginger slice of apple;81;14;2
430;Mercedes-Benz;Club Black;185;100;EDT;Women;vanilla;ambroxan benzoin woodsy notes vanilla;jasmine incense;vanilla ambroxan benzoin woodsy notes vanilla jasmine incense;61;7;0
431;TOMMY HILFIGER;Tommy Girl;122;100;EDT;Women;citrus;desert jasmin cherokee rose magnolia petals dakota lilies cedar sandalwood wild heather;grapefruit citrus orchards crisp green notes honeysuckle butterfly violets;citrus desert jasmin cherokee rose magnolia petals dakota lilies cedar sandalwood wild heather grapefruit citrus orchards crisp green notes honeysuckle butterfly violets;169;21;1
432;Guerlain;Vetiver;174;100;EDT;Men;aromatic;vetiver oakmoss leather myrrh civet tonka bean amber;vetiver pepper carnation sage orris root sandalwood;aromatic vetiver oakmoss leather myrrh civet tonka bean amber vetiver pepper carnation sage orris root sandalwood;113;15;2
433;Dior;Sauvage;208;100;EDT;Men;spicy;cedar ambroxan;geraniumlavenderelemi pink pepper patchoulivetiver;spicy cedar ambroxan geraniumlavenderelemi pink pepper patchoulivetiver;71;7;2
434;Shirley May;Darknet Pour Homme;11;100;EDT;Men;woody;musk moss;anise cardamom cinnamon;woody musk moss anise cardamom cinnamon;39;6;0
435;PACO RABANNE;Lady Million;158;80;EDP;Women;floral;patchouli white honey amber;jasmine african orange flower gardenia;floral patchouli white honey amber jasmine african orange flower gardenia;73;10;2
436;CARTIER;La Panthere;235;75;EDP;Women;fruity;oakmoss musk patchouli leather;gardenia rose ylangylang orange blossom pear;fruity oakmoss musk patchouli leather gardenia rose ylangylang orange blossom pear;82;11;2
437;DAVIDOFF;The Game;77;100;EDT;Men;woody;ebony wood;iris woody notes;woody ebony wood iris woody notes;33;5;0
438;PACO RABANNE;Ultraviolet;165;100;EDT;Men;woody;indonesian patchouli oakmoss;tanzanian black pepper ambergris;woody indonesian patchouli oakmoss tanzanian black pepper ambergris;67;8;2
439;Shirley May;Black Car;0;100;EDT;Men;citrus;amber palisander rosewood;cedar spicy notes;citrus amber palisander rosewood cedar spicy notes;50;7;0
440;Ard Al Zaafaran;Oud Sharqia;18;80;EDP;Unisex;arabian;sweet wood;citric;arabian sweet wood citric;25;4;0
441;Guerlain;Santal Royal;406;125;EDP;Unisex;arabian;sandalwood leather note amber notes oud muscs note;peach rose cinnamon;arabian sandalwood leather note amber notes oud muscs note peach rose cinnamon;78;11;2
442;GUESS;Marciano;80;100;EDT;Men;spicy;woody spicy;spicy lavenday sage;spicy woody spicy spicy lavenday sage;37;4;0
443;Estee Lauder;Modern Muse Nuit;284;100;EDP;Women;floral;vanilla amber patchouli sandalwood;heliotrope chamomile chinese jasmine;floral vanilla amber patchouli sandalwood heliotrope chamomile chinese jasmine;78;9;2
444;BURBERRY;My Burberry;226;90;EDP;Women;floral;oined damascus centifolia rose;freesia flowers golden quince;floral oined damascus centifolia rose freesia flowers golden quince;67;9;2
445;Rasasi;Hatem;69;75;EDP;Unisex;spicy;woody aandal cedar wood musk;jasmine rose;spicy woody aandal cedar wood musk jasmine rose;47;8;0
446;LACOSTE;Joy Of Pink;113;90;EDT;Women;floral;musk vanilla;jasmine carrot spicy coriander;floral musk vanilla jasmine carrot spicy coriander;50;7;0
447;LALIQUE;Le'Parfum;143;100;EDP;Women;oriental;sandalwood tonka bean patchouli vanilla;jasmine heliotrope;oriental sandalwood tonka bean patchouli vanilla jasmine heliotrope;67;8;2
448;GUCCI;Memoire  D'une Odeur EDP For Uni;349;100;EDP;Unisex;fresh;sandalwood cedar vanilla;coral jasmine jasmine petals musks;fresh sandalwood cedar vanilla coral jasmine jasmine petals musks;65;8;0
449;VERSACE;Versace;137;100;EDP;Women;fruity;musk grey amber inoki wood;lotus plum raspberry lebanese blue cedar;fruity musk grey amber inoki wood lotus plum raspberry lebanese blue cedar;74;12;2
450;DORALL COLLECTION;Oud Wood;9;100;PDT;Unisex;citrus;cedar tobacco patchouli sandalwood musk;geranium marigold rose bay leaves;citrus cedar tobacco patchouli sandalwood musk geranium marigold rose bay leaves;80;11;2
451;HUGO BOSS;The Scent;135;100;EDT;Men;spicy;leather woody notes;lavender maninka;spicy leather woody notes lavender maninka;42;6;0
452;CHOPARD;Casmir;94;100;EDP;Women;vanilla;amber woods musk patchouli sandalwood vanilla;geranium jasmine lilyofthevalley;vanilla amber woods musk patchouli sandalwood vanilla geranium jasmine lilyofthevalley;86;9;2
453;CAROLINA HERRERA;212 Sexy;151;100;EDP;Women;floral;cotton candymusksandalwoodvanilla;gardeniageranium;floral cotton candymusksandalwoodvanilla gardeniageranium;57;4;0
454;Guerlain;L'instant;262;100;EDP;Women;vanilla;vanilla benzoin musk amber;magnolia sambac jasmine ylangylang iris;vanilla vanilla benzoin musk amber magnolia sambac jasmine ylangylang iris;74;9;2
455;BVLGARI;Rose Essentielle;274;100;EDP;Women;floral;sandalwood patchouli;blackberry are softened delicate violet jasmine trace;floral sandalwood patchouli blackberry are softened delicate violet jasmine trace;81;10;2
456;Parfums Gres;Cabotine De Gres;78;100;EDP;Women;floral;patchouli sandalwood musk;ginger lily tubereuse wild hyacinth;floral patchouli sandalwood musk ginger lily tubereuse wild hyacinth;68;9;2
457;Lancome;Magie Noire L'eau;401;75;EDT;Women;woody;amber sandalwood patchouli;jasmine ylangylang;woody amber sandalwood patchouli jasmine ylangylang;51;6;0
458;LOEWE;Esencia Pour Homme;177;150;EDT;Men;woody;tonka bean leather sandalwood fir amber patchouli musk oakmoss vetiver cedar styrax;clary sage nutmeg basil jasmine neroli lilyofthevalley rose pine tree needles geranium black currant;woody tonka bean leather sandalwood fir amber patchouli musk oakmoss vetiver cedar styrax clary sage nutmeg basil jasmine neroli lilyofthevalley rose pine tree needles geranium black currant;190;27;1
459;Calvin Klein;CK Be;110;200;EDT;Unisex;spicy;sandalwood amber cedar oakmoss;green grass magnolia orchid freesia peach jasmine;spicy sandalwood amber cedar oakmoss green grass magnolia orchid freesia peach jasmine;86;12;2
460;HUGO BOSS;Boss;105;100;EDT;Men;woody;sandalwood vetiver cedarwood vanilla;geranium cinnamon cloves;woody sandalwood vetiver cedarwood vanilla geranium cinnamon cloves;67;8;2
461;Marc Jacobs;Daisy Eau So Fresh;179;125;EDT;Women;fruity;musk plum cedarwood;violet wild rose apple blossom lychee jasmine petals;fruity musk plum cedarwood violet wild rose apple blossom lychee jasmine petals;79;12;2
462;MONTBLANC;Legend;108;100;EDT;Men;spicy;sandalwood tonka bean;coumarin oak moss geranium rose apple dried fruit;spicy sandalwood tonka bean coumarin oak moss geranium rose apple dried fruit;77;12;2
463;COACH;New York Coach Dreams;201;90;EDP;Women;floral;joshua tree ambroxan;gardenias cactus flowers;floral joshua tree ambroxan gardenias cactus flowers;52;7;0
